audio_id|audio_path|text
marathi_332|marathi_332.wav|गावात आलेले पाहुणे मुद्दामहून हा डोंगर पाहायला जायचे
marathi_333|marathi_333.wav|पाहुणे जंगलात फिरायचे, रानमेवा खायचे, विहिरीत पोहायचे
marathi_334|marathi_334.wav|फळबागेत फळं खाऊन झाडांखाली निवांत झोपायचे
marathi_335|marathi_335.wav|झ-यातले गोड गार पाणी पिऊन ताजेतवाने व्हायचे
marathi_336|marathi_336.wav|डोंगर उतरतांना सोबत फळं फुलं घेऊन जायचे
marathi_337|marathi_337.wav|मुलं बागेत खेळायची, कारंज्यात भिजायची, मजा करायची
marathi_338|marathi_338.wav|सगळे कौतूकाने म्हणत, अजबच डोंगर आहे
marathi_339|marathi_339.wav|हा डोंगर मात्र मनातून नाराजच होता, बैचेन होता
marathi_340|marathi_340.wav|डोंगराला वाटे, छोटी छोटी झाडं मोठी झाली की त्याचं जंगल होतं, त्यांच्या फळबागा होतात
marathi_341|marathi_341.wav|लहान लहान झरे मोठे झाले, एकत्र आले की त्यांची नदी होते
marathi_342|marathi_342.wav|पाणी ऊंच उडू लागलं तर त्याचं कारंजं होतं
marathi_343|marathi_343.wav|पायवाट मोठी झाली की त्याचा मोठा रस्ता होतो
marathi_344|marathi_344.wav|आपण कधीच मोठं होतं नाही, आपली कधीच वाढ होत नाही
marathi_345|marathi_345.wav|आपण सगळयांना मदत करायची, सगळयांना ऊर्जा पुरवायची, सगळया सगळयांना आनंदी करायचं, पण तरीही, आपली झीजच होते!
marathi_346|marathi_346.wav|मी अशाने हळू हळू खचूनच जाईन, माझी कुणालाच काळजी नाही
marathi_347|marathi_347.wav|डोंगर आपल्याच विचारात गढून गेला
marathi_348|marathi_348.wav|डोंगरावरच्या झाडांना, झ-यांना व रस्त्यांना डोंगराच्या मनातलं कळलं
marathi_349|marathi_349.wav|डोंगरावरची झाडं हसली, सळसळली
marathi_350|marathi_350.wav|झाडं म्हणाली, अरे डोंगरा, तुझ्यामुळेच तर आम्ही आहोत, आम्ही आमच्या मुळांनी तुला असं घट्ट धरून ठेवलंय की तुझी झीज होणारच नाही !
marathi_351|marathi_351.wav|कडक उन्हाळयात जेव्हा ऊन तापू लागतं, तेव्हा आम्ही आमची सारी पानं तुझ्यावर अंथरतो आणि आम्ही मात्र निष्पर्ण होऊन उन्हात तापत राहतो अतिशय आनंदाने
marathi_352|marathi_352.wav|तुझ्या पोटातलं थोडस पाणी पितो आम्ही, पण तशीच सावली ही देतो तुला
marathi_353|marathi_353.wav|हे ऐकून डोंगराचं मन भरून आलं
marathi_354|marathi_354.wav|डोंगरावरचा झळा जरा खळाळला, दगडाजवळ बुडबुडला
marathi_355|marathi_355.wav|झरा डोंगराला म्हणाला, अरे डोंगरा, तुझ्याच अंगाखांद्यावरून आम्ही वाहतो, बागडतो, आम्हाला आहेच की तुझी काळजी
marathi_356|marathi_356.wav|आम्ही म्हणजे, तू पाणी पिऊन तृप्त झाल्यावर टाकलेल्या चुळा
marathi_357|marathi_357.wav|भर उन्हाळयात तुला गारवा वाटावा, म्हणून तर त्यावेळी आम्ही तुझ्या पोटात असतो आणि पावसाळयात, तुझ्यावरचा सगळा कचरा, गाळ वाहून नेतो
marathi_358|marathi_358.wav|तुला चांगलं स्वच्छ करतो आणि पुढच्या उन्हाळयासाठी तुझ्यावरच्या विहिरी, तळं भरून ठेवतो
marathi_359|marathi_359.wav|हे ऐकून डोंगराचे डोळे पाणावले
marathi_360|marathi_360.wav|डोंगरावरचा रस्ता उधळला, डोंगराला बिलगला
marathi_361|marathi_361.wav|रस्ता डोंगराला म्हणाला, अरे डोंगरा, आम्ही, तुझ्यावरच चालतो, तुझ्यातूनच वळतो, त्यातुनच वाट काढतो आणि वाटसरूंना वाट दाखवितो
marathi_362|marathi_362.wav|मग ते फळं खाऊन, पाणी पिऊन समाधानी होतात
marathi_363|marathi_363.wav|फुलांचा वास घेऊन ताजेतवाने होतात, तेव्हा, ते सारे तुझंच कौतुक करतात, तुलाच आर्शिवाद देतात
marathi_364|marathi_364.wav|हा सारा गाव सुध्दा तुझ्यावरच प्रेम करतो ना, रे डोंगरा
marathi_365|marathi_365.wav|हे ऐकून डोंगराला थोडासाच आनंद झाला
marathi_366|marathi_366.wav|भल्यामोठया डोंगराचा इवलासा आनंद झाडांना, झ-यांना व रस्त्यांना समजला, कसं कुणास ठाऊक, पण गावातल्या मुलांना पण कळला
marathi_367|marathi_367.wav|मुले नाचत नाचत डोंगरावर गेली, बागेत खेळली, मातीत लोळली, विहिरीत पोहली
marathi_368|marathi_368.wav|मग फुलबागेतली फुलं घेऊन मुलांनी तो अख्खा डोंगर फुलांनी सजवला!
marathi_369|marathi_369.wav|हे पाहायला सारा गाव जमा झाला
marathi_370|marathi_370.wav|तेव्हा डोंगराला मनापासून, अगदी मनातल्या मातीपासून खूप आनंद झाला!
marathi_371|marathi_371.wav|सगळे म्हणाले अजबच आहे हा फूल डोंगर
marathi_372|marathi_372.wav|उत्तरवारा व सूर्यनारायण यांची अधिक श्रेष्ठ व शक्तीमान कोण, याबद्दल एकदा खूप हमरी-तुमरी झाली
marathi_373|marathi_373.wav|शेवटी ते सिध्द करण्याचा एक मार्ग त्यांनी निश्चित केला
marathi_374|marathi_374.wav|रस्त्याने जाणा-या एका प्रवाशाला त्याच्या अंगावरील कपडे काढायला लावण्यात जो यशस्वी होईल तोच श्रेष्ठ व विजयी होय, असे दोघांनी ठरविले
marathi_375|marathi_375.wav|पवनराजाने प्रवाशावर पहिला हल्ला केला
marathi_376|marathi_376.wav|सोसाटयाचा वारा सुटला, वा-याच्या त्या प्रचंड सोसाटयात सापडताच प्रवाशाने आपल्या अंगावरील कपडे आपल्या शरीराभोवती अधिक लपेटून घेतले
marathi_377|marathi_377.wav|इतकेच नाही, तर वा-याने जेंव्हा अधिक उग्र स्वरूप धारण केले, तेंव्हा तर त्या माणसाने आणखी एक वस्त्र आपल्या अंगाभोवती लपेटून घेतले
marathi_378|marathi_378.wav|अखेर कंटाळून जाऊन वा-याने आपण हरल्याचे कबूल केले, व त्या प्रवाशाला सूर्य नारायण कसे काय वागवतील, ह्या उत्सुकतेने वायुराज गंमत पाहू लागले
marathi_379|marathi_379.wav|सूर्य प्रथम उबदारपणे प्रकाशू लागला, तसा प्रवासी शांत झाला, त्याने बाहेरचे लपेटलेले वस्त्र बाजूस सारले
marathi_380|marathi_380.wav|हळुहळू आपली प्रखरता वाढवीत सूर्य तेजाने तळपू लागला
marathi_381|marathi_381.wav|अखेर उष्णता असह्य होत चालली, तसतशी आपल्या अंगावरील सारी वस्त्रे त्या प्रवाशाने एकामागून एक काढून टाकली
marathi_382|marathi_382.wav|या नंतरही उष्णता आणखी असह्य झाल्यावर तो प्रवासी जवळच्या नदीत अंघोळ करावयास उतरला
marathi_383|marathi_383.wav|बळजबरीपेक्षा कुशलपणे दुस-याचे मन वळविणे, हेच जगात अधिक यशकारक असते, हेच खरे
marathi_384|marathi_384.wav|झोटींगांपेक्षा प्रेमदेवताच जगाचा अधिक लवकर विकास करू शकते
marathi_385|marathi_385.wav|एका धनगराला एक नुकतेच जन्मलेले लांडग्याचे पिल्लू मिळाले
marathi_386|marathi_386.wav|ते त्याने आपल्या कुत्र्याच्या पिल्लांबरोबर वाढवले व मोठे केले
marathi_387|marathi_387.wav|ज्या ज्या वेळी एखादा लांडगा कळपातले मेंढरू पळवून नेई, तेंव्हा त्याचा पाठलाग करणा-या त्या धनगराच्या कुत्र्यांमध्ये तो पाळलेला लांडगा नेहमी सामील होई
marathi_388|marathi_388.wav|पण गंमत मात्र अशी की, त्यावेळी तो लांडगा त्या दरोडेखोर इतर लांडग्याचा पाठलाग करी
marathi_389|marathi_389.wav|अर्थात, धनगराचा लांडगाही शेवटी लांडगाच
marathi_390|marathi_390.wav|या चोरीमध्ये नंतर तो इतर लांडग्यांशी गुपचूप भागीदारी करी
marathi_391|marathi_391.wav|इतकेच नाही, तर बाहेरचे कोणी कळपातून मेंढरू न्यायला आले नाही तर, तो कळपांत वाढलेला लांडगा, स्वत:च गुपचूप एखादे मेंढरू ठार करी, व मेजवानीचा आनंद लुटी
marathi_392|marathi_392.wav|धनगर मात्र बेसावध होता आणि मुख्य म्हणजे, त्या लांडग्यावर विश्वासून होता
marathi_393|marathi_393.wav|एके दिवशी लांडग्याची बदमाशी धनगराच्या ध्यानी आली
marathi_394|marathi_394.wav|आपण इतकी वर्षे पाळलेल्या व स्वत:च मोठे केलेल्या त्या लांडग्याला धनगराने एका झाडाला लटकावून फाशी दिले
marathi_395|marathi_395.wav|वाट्टेल तो प्रयत्न केला, तरी पाणी वळणावरच जाणार
marathi_396|marathi_396.wav|दुष्टांचा नैसर्गिक दुष्टावा संस्काराने बदलून तो सज्जन होणे कधीच शक्य नाही
marathi_397|marathi_397.wav|धुळीने भरलेले दोन प्रवासी, थकलेले, भागलेले, वणवण उन्हामध्ये उघडया रखरखीत रस्त्यावरून चालत होते
marathi_398|marathi_398.wav|डोक्यावर भयंकर ऊन 'मी' म्हणत होते
marathi_399|marathi_399.wav|इतक्यात रस्त्याच्या कडेला त्यांना एक मोठे झाड दिसले
marathi_400|marathi_400.wav|मोठया आनंदाने ते तिकडे वळले, त्यांनी झाडाखाली आसरा घेतला
marathi_401|marathi_401.wav|विसाव्यासाठी त्यांनी तिथेच बसकण मारली
marathi_402|marathi_402.wav|दूरदूर विस्तारलेल्या झाडाच्या फांद्यांमुळे तिथे बराच गारवा होता
marathi_403|marathi_403.wav|प्रवाश्यांचा कासाविस जीव झाडाच्या सावलीमध्ये सुखावला
marathi_404|marathi_404.wav|विश्रांती घेता घेता तिथे पहुडलेल्या एकाची नजर झाडाच्या फांदीकडे गेली
marathi_405|marathi_405.wav|तो आपल्या सहप्रवाशाला म्हणाला, फुकट हे एवढं मोठ्ठं झाड आहे, फळं धरत नाही, काही नाही, काय उपयोग या झाडाचा माणसाला?
marathi_406|marathi_406.wav|ते ऐकल्यावर संतापून झाड म्हणाले, किती कृतघ्न रे तूं ! तापलेल्या उन्हातून इथे आलास तो माझा आसरा घेण्यासाठी
marathi_407|marathi_407.wav|या क्षणी प्रत्यक्ष माझ्या सावलीत बसलेला आहेस, तरीसुध्दा तू मला निरूपयोगी म्हणून हिणवत आहेस
marathi_408|marathi_408.wav|वेळेत न जेवल्यास शरीरस्वास्थ्य बिघडते
marathi_409|marathi_409.wav|जिवाचा अन्नमयकोष आणि प्राणमयकोष यांना शक्ती पुरवण्याचे कार्य अन्न करते
marathi_410|marathi_410.wav|प्राणमयकोषाचा मनोमयकोषावर परिणाम होतो
marathi_411|marathi_411.wav|अन्नाचे सेवन योग्य वेळेत केले नाही, तर देहाला अन्नशक्तीचा पुरेसा पुरवठा होत नाही
marathi_412|marathi_412.wav|त्यामुळे पेशींतील ऊर्जा घटून प्राणमयकोष दुर्बळ होत जातो
marathi_413|marathi_413.wav|स्थूलदेहाचा अशक्तपणा वाढून मनाचे कार्यही व्यवस्थित होत नाही
marathi_414|marathi_414.wav|या सर्वांचा परिणाम शरिराच्या कार्यक्षमतेवर होतो, त्यामुळे वेळेत अन्नग्रहण करणे शारीरिकदृष्ट्या आवश्यक आहे
marathi_415|marathi_415.wav|पाणी किती आणि कधी प्यावे याविषयी पुष्कळ मतभेद आढळतात
marathi_416|marathi_416.wav|या मतभेदांमुळे सामान्य माणसाच्या मनात संभ्रम निर्माण होतो
marathi_417|marathi_417.wav|आयुर्वेदामध्ये पाणी कधी प्यावे याविषयी पुढील सूत्र दिलेले आहे
marathi_418|marathi_418.wav|शरद आणि ग्रीष्म ऋतू वगळता निरोगी माणसाने दिवसभरात थोडेच पाणी प्यावे
marathi_419|marathi_419.wav|तहान आणि भूक लागणे हे देवाने माणसाला दिलेले वरदान आहे
marathi_420|marathi_420.wav|जेव्हा आपल्याला पाणी आणि अन्न यांची आवश्यकता असते, तेव्हा आपल्याला अनुक्रमे तहान आणि भूक लागते
marathi_421|marathi_421.wav|तहान लागते त्या वेळी एकाएकी घटाघट पाणी न पिता थोडे थोडे पाणी प्यावे, असे आयुर्वेद सांगतो
marathi_422|marathi_422.wav|संस्कृतमध्ये क म्हणजे पाणी आणि त्या कने, म्हणजे पाण्याने फलित होतो, तो कफ
marathi_423|marathi_423.wav|अनावश्यक पाणी प्यायल्यामुळे शरिरात कफदोष वाढून पचनशक्ती मंद होते
marathi_424|marathi_424.wav|काहीजणांना वैद्यांनी त्यांच्या रोगाला अनुसरून भरपूर पाणी पिण्यास सांगितलेले असते
marathi_425|marathi_425.wav|ते पाणी रोग्याने एकाएकी न पिता दिवसभरातून थोडे थोडे प्यावे
marathi_426|marathi_426.wav|ज्यांना पाव, ब्रेड यांसारखे मैद्याचे पदार्थ खाणे टाळता येत नाहीत, त्यांनी असे पदार्थ खातांना मध्ये मध्ये कोमट पाणी प्यावे, म्हणजे ते पदार्थ पचतात
marathi_427|marathi_427.wav|जेवतांना मधे मधे थोडे थोडे पाणी प्यावे, यामुळे पचन व्यवस्थित होते
marathi_428|marathi_428.wav|जेवणानंतर भरपूर पाणी प्यायल्यास व्यक्ती स्थूल होते, म्हणजे अनावश्यक चरबी वाढते
marathi_429|marathi_429.wav|जेवणापूर्वी पाणी प्यायल्यास भूक मंदावते, जेवण न्यून जाते आणि व्यक्ती कृश होते
marathi_430|marathi_430.wav|असे कृश होणे आरोग्याला अपायकारक असते
marathi_431|marathi_431.wav|जेवतांना मधे मधे थोडे थोडे पाणी पिणेच योग्य आहे
marathi_432|marathi_432.wav|जेवणात द्रव पदार्थ भरपूर असल्यास वेगळे पाणी पिण्याची आवश्यकता नसते
marathi_433|marathi_433.wav|बहुळा नदीच्या तीरावर सायगाव म्हणून एक गाव होतं
marathi_434|marathi_434.wav|गाव मोठा सुखी व समृद्ध होतं, तिथे नाना प्रकारचे धंदे चालत
marathi_435|marathi_435.wav|शेतकरी, विणकरी, रंगारी, पिंजारी, सोनार, सुतार, लोहार, कुंभार सर्व प्रकारचे लोक होते
marathi_436|marathi_436.wav|गावातबहुधा भांडण होत नसे, मारामारी होत नसे कोणी कोणाचा हेवादावा करीत नसे, सारे गुण्यागोविंदाने नांदत
marathi_437|marathi_437.wav|सायगावची एक विशिष्ट परंपरा होती, त्या गावचे लोक कधी राजाकडे न्याय मागायला जात नसत
marathi_438|marathi_438.wav|पाप करणारा असेल त्याला देव शिक्षा करीलच असे ते म्हणत
marathi_439|marathi_439.wav|पाप करणाऱ्याचे मन त्याला खातच असते, आणखी त्याला शिक्षा कशाला, असेही कोणी म्हणत
marathi_440|marathi_440.wav|जर गावात अपराध झालाच, तर सारे लोक देवळात जमत
marathi_441|marathi_441.wav|कोणी अपराध केला त्याची चौकशी होई
marathi_442|marathi_442.wav|अपराध करणाऱ्याचे नाव देवासमोर सांगण्यात येई, त्याला दुसरी शिक्षा नसे
marathi_443|marathi_443.wav|गावातील सर्व लहान-थोरांना अपराध करणाऱ्याचे नाव कळे
marathi_444|marathi_444.wav|त्याच्याकडे सारे लोक ‘हा तो अपराधी’ अशा दृष्टीने बघत, हीच शिक्षा
marathi_445|marathi_445.wav|सायगावात विनू व मनू दोघे मित्र होते
marathi_446|marathi_446.wav|विनूला मनूशिवाय करमत नसे व मनूला विनूशिवाय
marathi_447|marathi_447.wav|मनू एकटा होता, त्याचे आईबाप मरण पावले होते
marathi_448|marathi_448.wav|त्याची लहान बहीण होती, या बहिणीवर त्याचा फार लोभ
marathi_449|marathi_449.wav|जीवनात त्याला अर्थ वाटेना, कोणासाठी जगावे, का जगावे ते त्याला कळेना, परंतु विनूमुळे तो वेडा झाला नाही
marathi_450|marathi_450.wav|मनू विणकर होता, विणण्याची कला त्याच्या बोटांत होती
marathi_451|marathi_451.wav|धाकटी बहीण होती, तेव्हा तिच्यासाठी तो विणी, पैसे मिळवून बहिणीला नटवी
marathi_452|marathi_452.wav|पुढे-मागे बहिणीचे लग्न करावे त्यासाठी तो पैसे साठवी
marathi_453|marathi_453.wav|परंतु बहीण देवाकडे निघून गेल्यावर मनू फारसे काम करीत नसे
marathi_454|marathi_454.wav|देवाने त्याच्या जीवनाचे वस्त्र जणू दु:खाने विणले होते
marathi_455|marathi_455.wav|ते दु:खाचे वस्त्र पांघरून मनू घरी कोपर्यात बसे विनू येई तेव्हा मात्र तो जरासा हसे
marathi_456|marathi_456.wav|असे काही दिवस गेले, एकदा काय झाले, त्या गावात एक परका पाहुणा आला
marathi_457|marathi_457.wav|त्याच्याजवळ बरेचसे पैसे होते, विनूला पैसे पाहिजे होते
marathi_458|marathi_458.wav|विनूच्या मनात पाप आले, त्या श्रीमंताचा खून करावा असे त्याच्या मनात आले
marathi_459|marathi_459.wav|शेवटी त्याने संधी साधून त्या श्रीमंताचा खून केला
marathi_460|marathi_460.wav|त्याची पिशवी त्याने लांबविली, परंतु खून पचवायचा कसा?
marathi_461|marathi_461.wav|विनूने रक्ताने माखलेला सुरा मनूच्या उशाशी ठेवून दिला, मनू झोपलेला होता
marathi_462|marathi_462.wav|विनू मुकाट्याने आपल्या घरी जाऊन पडला
marathi_463|marathi_463.wav|सकाळ झाली, प्रवासी मरून पडलेला दिसला
marathi_464|marathi_464.wav|सर्व गावभर वार्ता गेली, कोणी केला तो खून? कोणी केले ते पाप?
marathi_465|marathi_465.wav|मनू जागा झाला, त्याच्या उशाशी रक्ताने माखलेला सुरा होता; तो दचकला
marathi_466|marathi_466.wav|तो सुरा हातात घेऊन तो वेड्यासारखा बाहेर आला, लोक त्याच्याकडे पाहू लागले
marathi_467|marathi_467.wav|हा पाहा लाल सुरा, रक्तानं रंगलेला सुरा, कुणाचं हे रक्त, कुठून आला हा सुरा, माझ्या उशाशी कुणी ठेवला, असे मनू बोलू लागला
marathi_468|marathi_468.wav|यानंच या प्रवाशाचा खून केला असेल आणि स्वत: साळसूदपणा दाखवीत आहे
marathi_469|marathi_469.wav|त्याला खून करून काय करायचं होतं, देवाला माहीत, एकटा तर आहे, पैसे हवेत कशाला
marathi_470|marathi_470.wav|लोभ का कुठं सुटतो, असे लोक म्हणू लागले
marathi_471|marathi_471.wav|मनूला काही समजेना, तो वेड्याप्रमाणे बघू लागला
marathi_472|marathi_472.wav|मी कशाला कोणाला मारू, मी आधीच दुःखाने मेलो आहे
marathi_473|marathi_473.wav|मला कशाचीही इच्छा नाही, ना धनाची, ना सुखाची, कोणी तरी हा सुरा माझ्या उशाशी आणून ठेवला असावा
marathi_474|marathi_474.wav|स्वत:चं पाप या गरीब मनूवर ढकलीत असावा, मनू म्हणाला
marathi_475|marathi_475.wav|शेवटी देवळात सारे लोक जमले, मनू तेथे दु:खाने हजर राहिला
marathi_476|marathi_476.wav|मनूनेच तो खून केला असावा, असे सर्वांचे मत पडले
marathi_477|marathi_477.wav|मनूची मान खाली झाली होती, ईश्वराने त्याचे आईबाप नेले होते, त्याची बहीण नेली होती
marathi_478|marathi_478.wav|आता त्याची अब्रूही परमेश्वर नेऊ पाहात होता, जीवनातील सर्वांत मोठी मौल्यवानवस्तू, तीही आज जात होती
marathi_479|marathi_479.wav|मनूने विनूकडे पाहिले, परंतु विनू त्याच्याकडे पाहीना
marathi_480|marathi_480.wav|आपला मित्र तरी आपणांस सहानुभूती दाखवील असे मनूस वाटत होते, परंतु तीही आशा का विफळ होणार
marathi_481|marathi_481.wav|मनू उभा राहिला आणि म्हणाला, सर्व गावानं मला अपराधी ठरवलं आहे, परंतु मी निष्पाप आहे
marathi_482|marathi_482.wav|इथं असलेल्या सर्वांना मी खुनी आहे असं खरोखर वाटतं, निदान माझा मित्र विनू तरी तसं म्हणणार नाही
marathi_483|marathi_483.wav|मित्र मित्राला ओळखतो, माझा स्वभाव विनूला माहीत आहे, विनू, तुझं काय मत आहे ते सांग
marathi_484|marathi_484.wav|साऱ्या गावानं जरी मला दोषी ठरविलं तरी मला त्याची पर्वा नाही, परंतु मित्र दोषी न ठरवो
marathi_485|marathi_485.wav|विनू, तुझ्या डोळ्यांनाही मी खुनीच दिसतो का, तुझं मत सांग, तुझ्या मताची मला किंमत आहे
marathi_486|marathi_486.wav|तुझ्यामुळं मी जगलो आहे, या जीवनात तुझाच काय तो एक स्नेहबंध मला आहे
marathi_487|marathi_487.wav|माझे हात कोणाच्या उरात भोकसतील का सुरा, सुंदर वस्त्र विणणारे हे हात, ते का कोणाचं जीवनवस्त्र कापून टाकतील
marathi_488|marathi_488.wav|सांग, मित्रा, तुझं मत सांग, तुला जे खरोखर वाटत असेल ते सांग
marathi_489|marathi_489.wav|विनू उभा राहिला, तो म्हणाला, मनू माझा मित्र आहे, परंतु सत्याशी माझी अधिक मैत्री आहे, सत्याला मी कधी सोडणार नाही
marathi_490|marathi_490.wav|मनू, मनुष्याच्या मनात केव्हा काय येईल त्याचा नेम नसतो, निर्मळ आकाशात केव्हा काळे ढग येतील ते काय सांगावं
marathi_491|marathi_491.wav|तुझ्या उशाशी तो सुरा होता, तो का दुसऱ्यानं आणून ठेवला, तूच तो खून केला असावास, मलाही असंच वाटतं
marathi_492|marathi_492.wav|माझ्या मित्रानं खून करावा याचं इतर सर्वांपेक्षा मला अधिक वाईट वाटत आहे
marathi_493|marathi_493.wav|खुनी माणसाचा मित्र असं आता लोक मला म्हणतील व हिणवतील
marathi_494|marathi_494.wav|मनू, काय केलंस हे, केलसं तर केलसं, परंतु पुन्हा निरपराधीपणाचा आव आणू बघतोस, हे तर फारच वाईट
marathi_495|marathi_495.wav|हातून पाप झालं तर कदाचित दु:खाच्या लहरीत, उदासीनतेच्या लहरीत, वेडाच्या लहरीत केलं असशील हे पाप
marathi_496|marathi_496.wav|परंतु ते कबूल करून गावाची क्षमा मागण्याऐवजी तू दंभ दाखवीत आहेस, काय याला म्हणावं
marathi_497|marathi_497.wav|आपल्या मित्राच्या तोंडचे ते शब्द ऐकून मनूचे तोंड काळवंडले, जिथे त्याची सर्व आशा तिथेच निराशा पदरी आली
marathi_498|marathi_498.wav|ज्याच्यावर आपण प्रेम करतो त्यानेही आपल्याविषयी गैरसमज करून घ्यावा ह्यासारखे दुनियेत दुसरे दु:ख नाही, तो सर्वांत प्रखर असा प्रहार असतो
marathi_499|marathi_499.wav|सभा संपली, मनूला ‘खूनी मनू’ म्हणून संबोधन्यात येऊ लागले
marathi_500|marathi_500.wav|मनू घरातून बाहेर पडेना, तो भयंकर मन:स्थितीत होता
marathi_501|marathi_501.wav|एके दिवशी रात्री सायगाव सोडून जाण्याचे त्याने ठरविले, तीव्र निराशेने तो घेरला गेला होता
marathi_502|marathi_502.wav|या जगात न्याय नाही, सत्य नाही, प्रेम नाही काही नाही, असे तो मनात म्हणाला
marathi_503|marathi_503.wav|जगात देव नाही, धर्म नाही मरता येत नाही म्हणून जगायचे
marathi_504|marathi_504.wav|जग म्हणजे एक भयाण वस्तू आहे असे त्याला वाटले
marathi_505|marathi_505.wav|मध्यरात्रीचा समय, सर्वत्र अंधार होता, मनूच्या मनात बाहेरच्या अंधाराहूनही अधिक काळाकुट्ट असा अंधार पसरला होता
marathi_506|marathi_506.wav|परंतु तो उठला, ते पूर्वजांचे घर सोडून तो निघाला
marathi_507|marathi_507.wav|जेथे त्याच्या आईबापांनी त्याला वाढविले, जेथे आपली पोरकी बहीण त्याने प्रेमाने वाढविली, असे ते घर सोडून तो निघाला
marathi_508|marathi_508.wav|त्याला वाईट वाटले, त्याच्या डोळ्यांतून पाणी आले, परंतु शेवटी प्रणाम करून त्याने घराबाहेर पाऊल ठेवले
marathi_509|marathi_509.wav|तो रस्ता चालू लागला, बहुळा नदीच्या तीरावर तो आला
marathi_510|marathi_510.wav|त्या नदीत तो कितीदा तरी डुंबला असेल, मित्राबरोबर पोहला असेल
marathi_511|marathi_511.wav|बहुळेच्या काठी एका खडकावर तो बसला, वरती तारे चमचम करीत होते
marathi_512|marathi_512.wav|मनूच्या मनात शेकडो स्मृती जमल्या होत्या, हृदयात कालवाकालव होत होती
marathi_513|marathi_513.wav|मोठ्या कष्टाने तो उठला, त्या मध्यरात्री बहुळेचे तो पाणी प्यायला
marathi_514|marathi_514.wav|पुन्हा एकदा गावाकडे वळून त्याने प्रणाम केला, बहुळेला प्रणाम केला आणि वेगाने निघाला
marathi_515|marathi_515.wav|लांब लांब जाण्यासाठी मनू निघाला, जेथे त्याला कोणी खुनी असे म्हणणार नाही, मातृभूमीला रामराम करून, तेथे जावयास तो निघाला
marathi_516|marathi_516.wav|तो काळ आर्यांच्या विजयाचा व विस्ताराचा होता
marathi_517|marathi_517.wav|आर्य प्रथम पंजाबात आले, तेथे नीट पाय रोवून ते आणखी पुढे सरकले
marathi_518|marathi_518.wav|गंगा व यमुना या सुंदर विशाल नद्यांच्या गहिऱ्या पाण्याने समृद्ध व सुपीक झालेल्या रमणीय प्रदेशांत आर्य राज्य करुन राहू लागले
marathi_519|marathi_519.wav|सृष्टिसुंदरीने वरदहस्त ठेवलेल्या याच प्रदेशात, जनकासारखे राजर्षी जन्मले
marathi_520|marathi_520.wav|धर्म, तत्त्वज्ञान, कला यांचा विकास येथेच प्रथम झाला व संस्कृतिसूर्याचे किरण हळूहळू अखिल भारतवर्षावर पसरु लागले
marathi_521|marathi_521.wav|उत्तर हिंदुस्थानात आर्यांच्या वसाहती सर्वत्र होण्यापूर्वीच ओढ्या प्रांतातून गलबतात बसून काही धाडसी आर्य खाली सिलोन ऊर्फ लंका बेटात गेले
marathi_522|marathi_522.wav|या बेटाजवळ मोत्यांच्या खाणी होत्या, सोन्याच्या खाणी होत्या, हे राज्य समृद्ध झाले
marathi_523|marathi_523.wav|लंकाधीश रावणासारखा महत्त्वाकांक्षी राजा उत्तरेकडे दिग्विजय करण्यास निघाला व नाशिकपर्यंत आला, तेथे त्याने आपले अधिकारी ठेवले
marathi_524|marathi_524.wav|रावणासारखे राजे दक्षिणेकडून उत्तरेकडे येत होते, तर दुसरे संस्कृतिप्रसार करणारे धाडसी ऋषी विंध्यपर्वत ओलांडून दक्षिणेकडे येत होते
marathi_525|marathi_525.wav|दंतकथांमधून इतिहास निर्मावा लागतो
marathi_526|marathi_526.wav|अगस्ती हा विंध्यपर्वत ओलांडून दक्षिणेकडे आलेला पहिला संस्कृतिप्रसारक होय, ही गोष्ट त्याने विंध्यपर्वतास वाढू नकोस, असे सांगितले त्यात दिसून येते
marathi_527|marathi_527.wav|तीन आचमने करुन त्याने सात समुद्र प्राशन केले, यातील अर्थ हा असेल की, तीन पर्यटनांत तो सात समुद्र ओलांडून आला
marathi_528|marathi_528.wav|अगस्तीने फार प्रवास केलेला असावा, दंडकारण्यात प्रवेश करणारा पहिला ऋषी अगस्तीच होय
marathi_529|marathi_529.wav|त्याच्या पाठोपाठ भारद्वाज, मतंग, अत्रि प्रभृत्री ऋषी येऊ लागले व आपापले आश्रम रमणीय अशा ठिकाणी स्थापू लागले
marathi_530|marathi_530.wav|चित्रकूट हे पर्वताचे नावच त्या पर्वताची सुंदरता पटवून देते, तेथे भारद्वाज ऋषी राहिले
marathi_531|marathi_531.wav|ख्रिस्ती मिशनरी रानटी लोकांत जाऊन तेथे आपले बंगले बांधतात व त्यांना आपल्या धर्माची दीक्षा देतात
marathi_532|marathi_532.wav|आमचे हे प्राचीन आर्य धर्मप्रचारक रानटी लोकांत जाऊन आश्रम स्थापून त्यांना संस्कृतिज्ञान देऊ लागले
marathi_533|marathi_533.wav|हळूहळू या वैराग्यशील, ध्यानधारणासंपन्न, निष्पाप अशा ऋषींच्या साध्या राहणीचा व सुंदर आचरणाचा परिणाम या दंडकारण्यातील लोकांवर होऊ लागला
marathi_534|marathi_534.wav|या लोकांचा व ऋषींचा संबंध येऊ लागला
marathi_535|marathi_535.wav|भिल्ल वगैरे जातींची लहान लहान राज्ये होती
